DB47_00000013-RA	ABT39_00000115-RB	98.80	334	4	0	948	1281	610	943	0.0	696	100	26
DB47_00000076-RB	ABT39_00001154-RA	90.70	43	4	0	484	526	40	82	1e-19	84.3	50	5
DB47_00000085-RA	ABT39_00000019-RD	68.77	269	46	3	1	231	1	269	3e-120	346	84	84
DB47_00000109-RA	ABT39_00103483-RA	90.08	262	26	0	32	293	1	262	1e-174	484	89	89
DB47_00000114-RB	ABT39_00002706-RC	89.33	150	0	2	1	135	1	149	5e-94	275	68	68
DB47_00000119-RB	ABT39_00027378-RC	95.14	247	11	1	4	250	18	263	4e-173	484	69	69
DB47_00000133-RC	ABT39_00057498-RA	78.57	98	21	0	7	104	1	98	3e-51	156	94	94
DB47_00000289-RA	ABT39_00059318-RA	84.50	129	20	0	350	478	1	129	5e-55	179	27	27
DB47_00000299-RJ	ABT39_00002631-RB	79.95	409	10	2	39	447	38	374	0.0	660	83	83
DB47_00000383-RA	ABT39_00002678-RA	98.87	265	3	0	17	281	11	275	0.0	550	93	93
DB47_00000541-RA	ABT39_00031851-RA	99.87	791	1	0	1	791	1	791	0.0	1639	100	100
DB47_00000586-RD	ABT39_00098001-RA	84.74	321	49	0	301	621	2	322	0.0	559	100	52
DB47_00000598-RB	ABT39_00000263-RA	73.51	619	96	3	1	564	1	606	0.0	884	92	92
DB47_00000600-RB	ABT39_00015589-RA	66.67	195	61	3	1	192	1	194	3e-82	246	87	87
DB47_00000679-RD	ABT39_00015253-RD	93.42	243	1	1	1	228	4	246	2e-169	468	100	100
DB47_00000680-RA	ABT39_00095983-RA	98.06	103	2	0	44	146	20	122	4e-70	207	71	71
DB47_00000721-RB	ABT39_00046945-RA	86.49	111	9	1	23	127	13	123	2e-64	194	67	67
DB47_00000725-RE	ABT39_00002801-RF	63.47	271	32	4	46	260	3	262	2e-106	309	83	83
DB47_00000743-RA	ABT39_00021101-RA	99.45	362	2	0	3	364	1	362	0.0	753	99	99
DB47_00000770-RC	ABT39_00009293-RC	87.83	115	12	1	1	115	1	113	8e-66	195	96	96
DB47_00000774-RD	ABT39_00016817-RA	95.64	275	8	1	55	329	8	278	0.0	547	84	84
DB47_00000784-RA	ABT39_00073181-RA	99.64	277	1	0	1	277	1	277	0.0	566	100	100
DB47_00000799-RA	ABT39_00086971-RA	88.97	145	16	0	1	145	1	145	8e-93	268	77	77
DB47_00000818-RA	ABT39_00001602-RA	94.29	105	6	0	12	116	3	107	7e-71	208	80	80
DB47_00000842-RB	ABT39_00027383-RB	96.86	191	6	0	1	191	1	191	1e-137	384	91	91
DB47_00000896-RA	ABT39_00003803-RA	83.33	60	10	0	29	88	34	93	3e-33	112	50	50
DB47_00000934-RC	ABT39_00005140-RA	96.89	675	21	0	1	675	1	675	0.0	1324	100	100
DB47_00000949-RA	ABT39_00014447-RB	91.20	216	6	1	1	216	43	245	6e-139	393	74	74
