E0M31_00000001-RK	ABT39_00000932-RC	94.34	1839	45	5	1	1802	1	1817	0.0	3537	98	98
E0M31_00000072-RC	ABT39_00026470-RA	94.12	34	2	0	269	302	1	34	2e-13	64.3	55	11
E0M31_00000086-RA	ABT39_00086254-RA	98.16	272	5	0	1	272	1	272	0.0	550	100	100
E0M31_00000112-RE	ABT39_00000552-RC	89.06	128	14	0	44	171	33	160	4e-78	238	46	46
E0M31_00000123-RB	ABT39_00008024-RA	82.03	128	10	1	132	246	581	708	4e-57	198	56	26
E0M31_00000194-RC	ABT39_00008719-RB	97.99	199	4	0	1	199	1	199	3e-143	398	100	100
E0M31_00000249-RB	ABT39_00014516-RB	70.33	273	44	4	1	258	98	348	5e-114	332	100	100
E0M31_00000256-RA	ABT39_00006982-RB	88.46	312	3	2	1	312	77	355	0.0	555	100	100
E0M31_00000258-RB	ABT39_00006980-RA	99.06	318	3	0	1	318	1	318	0.0	661	73	73
E0M31_00000332-RA	ABT39_00006726-RB	91.58	202	5	2	1	199	8	200	1e-131	368	100	100
E0M31_00000337-RA	ABT39_00041417-RB	71.43	42	11	1	1	42	1	41	4e-13	56.6	71	71
E0M31_00000360-RC	ABT39_00001329-RG	95.65	805	0	2	21	825	133	902	0.0	1578	98	98
E0M31_00000378-RA	ABT39_00015588-RA	71.08	83	9	1	1	83	1	68	4e-35	114	100	100
E0M31_00000379-RB	ABT39_00015589-RA	86.45	273	20	1	19	291	1	256	7e-168	466	94	94
E0M31_00000380-RB	ABT39_00015591-RA	82.70	185	17	2	51	235	1	170	1e-104	300	79	79
E0M31_00000412-RA	ABT39_00069944-RA	99.43	176	1	0	1	176	1	176	1e-129	362	100	100
E0M31_00000603-RA	ABT39_00059564-RA	99.14	579	4	1	1	579	1	578	0.0	1196	100	100
E0M31_00000630-RA	ABT39_00001196-RC	99.64	1389	5	0	1	1389	1	1389	0.0	2725	100	100
E0M31_00000638-RB	ABT39_00080389-RB	90.59	202	19	0	1	202	1	202	2e-135	379	95	95
E0M31_00000698-RB	ABT39_00003540-RB	85.43	254	2	2	1	251	80	301	9e-153	428	100	100
E0M31_00000836-RA	ABT39_00015448-RA	98.82	170	2	0	1	170	1	170	2e-126	353	100	100
