ABT39_00000048-RB	E0M31_00019986-RA	87.23	47	6	0	112	158	72	118	5e-24	89.7	27	27
ABT39_00000123-RA	E0M31_00022929-RA	82.93	164	11	1	93	239	1	164	5e-88	264	66	45
ABT39_00000242-RA	E0M31_00023593-RA	100.00	34	0	0	54	87	41	74	2e-18	73.6	55	36
ABT39_00000418-RC	E0M31_00079355-RA	85.27	258	36	1	1	256	3	260	3e-162	453	89	89
ABT39_00000518-RA	E0M31_00004649-RA	97.74	221	5	0	1	221	1	221	6e-160	443	92	92
ABT39_00000546-RD	E0M31_00005912-RB	62.50	312	61	5	1	257	71	381	3e-108	324	66	66
ABT39_00000552-RC	E0M31_00000112-RE	89.06	128	14	0	33	160	44	171	6e-78	237	49	49
ABT39_00000569-RA	E0M31_00070808-RA	100.00	30	0	0	43	72	109	138	2e-05	36.6	100	42
ABT39_00000710-RE	E0M31_00019122-RA	62.91	577	189	2	1	576	997	1549	0.0	667	99	42
ABT39_00000758-RB	E0M31_00017479-RA	98.70	77	1	0	1	77	1	77	5e-51	157	67	67
ABT39_00000854-RA	E0M31_00060409-RA	93.81	485	2	1	1	485	1	457	0.0	938	100	100
ABT39_00000932-RC	E0M31_00000001-RK	94.34	1839	45	5	1	1817	1	1802	0.0	3537	97	97
ABT39_00000943-RA	E0M31_00026653-RA	97.99	149	3	0	1	149	25	173	2e-105	299	100	100
ABT39_00001043-RA	E0M31_00027316-RA	76.32	38	9	0	57	94	19	56	9e-15	62.0	39	39
ABT39_00001084-RA	E0M31_00048091-RA	70.00	50	15	0	7	56	122	171	3e-18	73.2	51	51
ABT39_00001146-RB	E0M31_00006936-RA	91.51	872	44	2	1	872	1	842	0.0	1604	100	100
ABT39_00001178-RA	E0M31_00018747-RA	100.00	89	0	0	1	89	1	89	1e-60	179	100	100
ABT39_00001191-RB	E0M31_00069762-RA	91.78	146	10	1	21	164	44	189	2e-89	260	88	88
ABT39_00001196-RC	E0M31_00000630-RA	99.64	1389	5	0	1	1389	1	1389	0.0	2725	100	100
ABT39_00001329-RG	E0M31_00000360-RC	95.65	805	0	2	133	902	21	825	0.0	1578	85	85
ABT39_00001344-RB	E0M31_00054744-RA	99.48	582	3	0	35	616	73	654	0.0	1191	94	94
ABT39_00001348-RB	E0M31_00014178-RC	95.18	995	6	1	53	1005	25	1019	0.0	1977	94	94
ABT39_00001360-RC	E0M31_00009689-RC	69.42	206	29	1	18	189	1	206	1e-94	276	91	91
ABT39_00001412-RA	E0M31_00011079-RA	98.27	346	6	0	1	346	1	346	0.0	700	100	100
ABT39_00001499-RA	E0M31_00000859-RB	91.52	330	14	2	1	330	1	316	0.0	617	100	100
ABT39_00001563-RB	E0M31_00021656-RB	71.26	254	27	2	9	246	1	224	3e-121	346	95	95
ABT39_00001566-RB	E0M31_00026489-RA	49.05	210	17	2	1	210	1	120	7e-49	157	86	86
ABT39_00001597-RC	E0M31_00017112-RB	96.61	620	21	0	1	620	1	620	0.0	1229	100	48
ABT39_00001668-RA	E0M31_00021031-RA	96.75	154	5	0	72	225	218	371	3e-103	305	66	66
ABT39_00001702-RB	E0M31_00035894-RA	71.78	163	36	2	24	176	7	169	5e-68	207	65	65
ABT39_00001768-RA	E0M31_00053515-RA	81.37	102	2	1	1	102	1	85	7e-53	163	100	100
